0.00, 81.38
0.02, 81.36
0.04, 81.36
0.06, 81.36
0.08, 81.36
0.10, 81.36
0.12, 81.36
0.14, 81.36
0.16, 81.36
0.18, 81.36
0.20, 81.36
0.22, 81.36
0.24, 81.36
0.26, 81.36
0.28, 81.36
0.30, 81.36
0.32, 81.36
0.34, 81.36
0.36, 81.36
0.38, 81.36
0.40, 81.36
0.42, 81.36
0.44, 81.34
0.46, 81.34
0.48, 81.34
0.50, 81.34
0.52, 81.34
0.54, 81.34
0.56, 81.34
0.58, 81.34
0.60, 81.34
0.62, 81.32
0.64, 81.32
0.66, 81.32
0.68, 81.32
0.70, 81.32
0.72, 81.32
0.74, 81.32
0.76, 81.30
0.78, 81.30
0.80, 81.30
0.82, 81.30
0.84, 81.30
0.86, 81.30
0.88, 81.28
0.90, 81.28
0.92, 81.28
0.94, 81.28
0.96, 81.28
0.98, 81.26
1.00, 81.26
1.02, 81.26
1.04, 81.26
1.06, 81.26
1.08, 81.24
1.10, 81.24
1.12, 81.24
1.14, 81.24
1.16, 81.22
1.18, 81.22
1.20, 81.22
1.22, 81.22
1.24, 81.20
1.26, 81.20
1.28, 81.20
1.30, 81.20
1.32, 81.18
1.34, 81.18
1.36, 81.18
1.38, 81.16
1.40, 81.16
1.42, 81.16
1.44, 81.16
1.46, 81.14
1.48, 81.14
1.50, 81.14
1.52, 81.12
1.54, 81.12
1.56, 81.12
1.58, 81.10
1.60, 81.10
1.62, 81.10
1.64, 81.08
1.66, 81.08
1.68, 81.08
1.70, 81.06
1.72, 81.06
1.74, 81.04
1.76, 81.04
1.78, 81.04
1.80, 81.02
1.82, 81.02
1.84, 81.02
1.86, 81.00
1.88, 81.00
1.90, 80.98
1.92, 80.98
1.94, 80.98
1.96, 80.96
1.98, 80.96
2.00, 80.94
2.02, 80.94
2.04, 80.92
2.06, 80.92
2.08, 80.92
2.10, 80.90
2.12, 80.90
2.14, 80.88
2.16, 80.88
2.18, 80.86
2.20, 80.86
2.22, 80.84
2.24, 80.84
2.26, 80.82
2.28, 80.82
2.30, 80.80
2.32, 80.80
2.34, 80.78
2.36, 80.78
2.38, 80.76
2.40, 80.76
2.42, 80.74
2.44, 80.74
2.46, 80.72
2.48, 80.72
2.50, 80.70
2.52, 80.70
2.54, 80.68
2.56, 80.66
2.58, 80.66
2.60, 80.64
2.62, 80.64
2.64, 80.62
2.66, 80.62
2.68, 80.60
2.70, 80.58
2.72, 80.58
2.74, 80.56
2.76, 80.56
2.78, 80.54
2.80, 80.52
2.82, 80.52
2.84, 80.50
2.86, 80.50
2.88, 80.48
2.90, 80.46
2.92, 80.46
2.94, 80.44
2.96, 80.42
2.98, 80.42
3.00, 80.40
3.02, 80.38
3.04, 80.38
3.06, 80.36
3.08, 80.34
3.10, 80.34
3.12, 80.32
3.14, 80.30
3.16, 80.30
3.18, 80.28
3.20, 80.26
3.22, 80.24
3.24, 80.24
3.26, 80.22
3.28, 80.20
3.30, 80.20
3.32, 80.18
3.34, 80.16
3.36, 80.14
3.38, 80.14
3.40, 80.12
3.42, 80.10
3.44, 80.08
3.46, 80.06
3.48, 80.06
3.50, 80.04
3.52, 80.02
3.54, 80.00
3.56, 80.00
3.58, 79.98
3.60, 79.96
3.62, 79.94
3.64, 79.92
3.66, 79.90
3.68, 79.90
3.70, 79.88
3.72, 79.86
3.74, 79.84
3.76, 79.82
3.78, 79.80
3.80, 79.78
3.82, 79.78
3.84, 79.76
3.86, 79.74
3.88, 79.72
3.90, 79.70
3.92, 79.68
3.94, 79.66
3.96, 79.64
3.98, 79.62
4.00, 79.62
4.02, 79.60
4.04, 79.58
4.06, 79.56
4.08, 79.54
4.10, 79.52
4.12, 79.50
4.14, 79.48
4.16, 79.46
4.18, 79.44
4.20, 79.42
4.22, 79.40
4.24, 79.38
4.26, 79.36
4.28, 79.34
4.30, 79.32
4.32, 79.30
4.34, 79.28
4.36, 79.26
4.38, 79.24
4.40, 79.22
4.42, 79.20
4.44, 79.18
4.46, 79.16
4.48, 79.14
4.50, 79.12
4.52, 79.10
4.54, 79.06
4.56, 79.04
4.58, 79.02
4.60, 79.00
4.62, 78.98
4.64, 78.96
4.66, 78.94
4.68, 78.92
4.70, 78.90
4.72, 78.86
4.74, 78.84
4.76, 78.82
4.78, 78.80
4.80, 78.78
4.82, 78.76
4.84, 78.72
4.86, 78.70
4.88, 78.68
4.90, 78.66
4.92, 78.64
4.94, 78.60
4.96, 78.58
4.98, 78.56
5.00, 78.54
5.02, 78.52
5.04, 78.48
5.06, 78.46
5.08, 78.44
5.10, 78.42
5.12, 78.38
5.14, 78.36
5.16, 78.34
5.18, 78.30
5.20, 78.28
5.22, 78.26
5.24, 78.24
5.26, 78.20
5.28, 78.18
5.30, 78.16
5.32, 78.12
5.34, 78.10
5.36, 78.08
5.38, 78.04
5.40, 78.02
5.42, 77.98
5.44, 77.96
5.46, 77.94
5.48, 77.90
5.50, 77.88
5.52, 77.84
5.54, 77.82
5.56, 77.80
5.58, 77.76
5.60, 77.74
5.62, 77.70
5.64, 77.68
5.66, 77.64
5.68, 77.62
5.70, 77.58
5.72, 77.56
5.74, 77.52
5.76, 77.50
5.78, 77.46
5.80, 77.44
5.82, 77.40
5.84, 77.38
5.86, 77.34
5.88, 77.32
5.90, 77.28
5.92, 77.24
5.94, 77.22
5.96, 77.18
5.98, 77.16
6.00, 77.12
6.02, 77.08
6.04, 77.06
6.06, 77.02
6.08, 76.98
6.10, 76.96
6.12, 76.92
6.14, 76.88
6.16, 76.86
6.18, 76.82
6.20, 76.78
6.22, 76.76
6.24, 76.72
6.26, 76.68
6.28, 76.64
6.30, 76.62
6.32, 76.58
6.34, 76.54
6.36, 76.50
6.38, 76.46
6.40, 76.44
6.42, 76.40
6.44, 76.36
6.46, 76.32
6.48, 76.28
6.50, 76.24
6.52, 76.22
6.54, 76.18
6.56, 76.14
6.58, 76.10
6.60, 76.06
6.62, 76.02
6.64, 75.98
6.66, 75.94
6.68, 75.90
6.70, 75.86
6.72, 75.82
6.74, 75.78
6.76, 75.74
6.78, 75.70
6.80, 75.66
6.82, 75.62
6.84, 75.58
6.86, 75.54
6.88, 75.50
6.90, 75.46
6.92, 75.42
6.94, 75.38
6.96, 75.34
6.98, 75.28
7.00, 75.24
7.02, 75.20
7.04, 75.16
7.06, 75.12
7.08, 75.06
7.10, 75.02
7.12, 74.98
7.14, 74.94
7.16, 74.88
7.18, 74.84
7.20, 74.80
7.22, 74.76
7.24, 74.70
7.26, 74.66
7.28, 74.62
7.30, 74.56
7.32, 74.52
7.34, 74.46
7.36, 74.42
7.38, 74.38
7.40, 74.32
7.42, 74.28
7.44, 74.22
7.46, 74.18
7.48, 74.12
7.50, 74.08
7.52, 74.02
7.54, 73.96
7.56, 73.92
7.58, 73.86
7.60, 73.82
7.62, 73.76
7.64, 73.70
7.66, 73.66
7.68, 73.60
7.70, 73.54
7.72, 73.48
7.74, 73.44
7.76, 73.38
7.78, 73.32
7.80, 73.26
7.82, 73.20
7.84, 73.14
7.86, 73.08
7.88, 73.04
7.90, 72.98
7.92, 72.92
7.94, 72.86
7.96, 72.80
7.98, 72.74
8.00, 72.66
8.02, 72.60
8.04, 72.54
8.06, 72.48
8.08, 72.42
8.10, 72.36
8.12, 72.28
8.14, 72.22
8.16, 72.16
8.18, 72.10
8.20, 72.02
8.22, 71.96
8.24, 71.88
8.26, 71.82
8.28, 71.74
8.30, 71.68
8.32, 71.60
8.34, 71.54
8.36, 71.46
8.38, 71.38
8.40, 71.32
8.42, 71.24
8.44, 71.16
8.46, 71.08
8.48, 71.00
8.50, 70.92
8.52, 70.86
8.54, 70.78
8.56, 70.68
8.58, 70.60
8.60, 70.52
8.62, 70.44
8.64, 70.36
8.66, 70.26
8.68, 70.18
8.70, 70.10
8.72, 70.00
8.74, 69.90
8.76, 69.82
8.78, 69.72
8.80, 69.62
8.82, 69.54
8.84, 69.44
8.86, 69.34
8.88, 69.22
8.90, 69.12
8.92, 69.02
8.94, 68.92
8.96, 68.80
8.98, 68.70
9.00, 68.58
9.02, 68.46
9.04, 68.34
9.06, 68.22
9.08, 68.10
9.10, 67.98
9.12, 67.84
9.14, 67.70
9.16, 67.58
9.18, 67.42
9.20, 67.28
9.22, 67.14
9.24, 66.98
9.26, 66.82
9.28, 66.64
9.30, 66.48
9.32, 66.30
9.34, 66.10
9.36, 65.90
9.38, 65.68
9.40, 65.44
9.42, 65.20
9.44, 64.92
9.46, 64.62
9.48, 64.26
9.50, 63.82
9.52, 63.18
